,Title,Description,label
101,Was Splinter meant to be gay in the new Teenage Mutant Ninja Turtles movie?,"Paramount claims its all a big misunderstanding, but one fan theory is that they were afraid of backlash.",tmnt
159,Blue Beetle’s Long Journey to the Big Screen: Xolo Maridueña on Becoming a DC Legend,Exclusive: Blue Beetle star Xolo Maridueña and director Angel Manuel Soto share the secrets behind their journey to bring DC's newest big-screen superhero to life.,bluebeetle
241,Barbie and Ken Baby Name Searches Surge Amid Movie's Success,Greta Gerwig's Barbie has birthed a cultural phenomenon that may have found some parents considering naming their babies after the movie's eponymous doll or her Ken-panion.,barbie
79,Over 20 Minutes of Fresh Teenage Mutant Ninja Turtles: Mutant Mayhem Footage Shown at SDCC,"Paramount Pictures and Nickelodeon Movies revealed over 20 minutes of new footage for Teenage Mutant Ninja Turtles: Mutant Mayhem during a panel at San Diego Comic-Con, and IGN was in the audience to take it all in.",tmnt
148,Movies in North Texas theaters on Aug. 4 and coming soon,‘Mutant Mayhem’ revives ‘Teenage Mutant Ninja Turtles’ franchise.,tmnt
139,James Gunn says he's not making a young Superman movie – clarifying confusion over Henry Cavill recast,James Gunn has revealed another Superman: Legacy detail about the character's age,bluebeetle
210,“Barbie” review: How a metaphysical matriarchy aggrieved a petulant patriarchy,"Greta Gerwig makes history as the first female director to have a billion dollar film in the box office with ""Barbie"".",barbie
2,Oppenheimer review – Nolan’s atom bomb epic is flawed but extraordinary,Christopher Nolan’s account of the physicist who led the Manhattan Project captures the most agonising of success stories,oppenheimer
51,'Barbie' movie opens in Japan after atomic bomb controversy,"Hollywood blockbuster ""Barbie"" hit theatres in Japan on Friday, where ""Barbenheimer"" memes linking the doll-themed film with the atomic bomb caused a stir and made distributor Warner Bros apologise ahead of the release.",barbie
46,"DC Drops Bombshell, Kills Most Recent Movie While Still in Cinemas - Inside the Magic",Warner Bros Discovery are actively taking steps to kill their latest movie in theaters due to underwhelming box office numbers.,bluebeetle
19,Greta Gerwig on the Blockbuster ‘Barbie’ Opening (and How She Got Away With It),"“I think it was a particular ripple in the universe that allowed it to happen,” the director said on Tuesday of her highly anticipated movie making a staggering $162 million in its first weekend.",barbie
121,China Box Office: ‘Mission Impossible – Dead Reckoning’ Opens in Third Place Behind Local Duo,"‘Mission: Impossible 7’ opens in third at the China box office, this year's fourth best Hollywood debut.",missionimpossible
48,What was Mission: Impossible 7’s budget?,"Before landing on its official release date, Mission: Impossible - Dead Reckoning Part One suffered several setbacks.Ultimately, the franchise's seven",missionimpossible
139,Greta Gerwig Breaks Global & US Box Office Records For Female Director With ‘Barbie’; Why ‘Demeter’ Deep-Sixed – Sunday Update,"'Barbie' crosses half-billion mark in U.S., while 'Last Voyage of the Demeter' bombs. Greta Gerwig is top grossing female director U.S. of all-time, best for live-action pic worldwide all-time",tmnt
134,Taylor Swift Sells More Tickets In Presales For ‘The Eras Tour’ At Just AMC Theaters Than ‘Blue Beetle’s’ Entire Domestic Opening Weekend,Taylor Swift and the recently announced The Eras Tour has already grossed more in pre-sales at just AMC Theaters than Blue Beetle's entire domestic opening weekend.,bluebeetle
63,The Full Kill Count In The Mission Impossible Movies,"We love watching the Mission Impossible movies. However, have you ever wondered what their kill count is? Let us find out!",bluebeetle
120,The A-list cast of 'Oppenheimer' is serving an absolute masterclass in media interview and movie marketing,"The cast of Christopher Nolan's ""Oppenheimer"" really wants you to know that Cillian Murphy's eyes are blue and Robert Downey Jr. is a genius.",oppenheimer
100,The Barbie Ending Explained: Why Does Barbie Go to the Gynecologist?,"""I knew I wanted to end on a mic drop kind of joke, but I also find it very emotional,"" Greta Gerwig explains.",barbie
154,'TMNT: Mutant Mayhem' gets the 'I Like Turtles' meme guy for promo,"For Seth Rogen's upcoming ""Teenage Mutant Ninja Turtles: Mutant Mayhem"", the 'I Like Turtles' meme guy ""reacts"" to a screening.",tmnt
80,Video: Why Barbie's arched feet are an enduring design symbol,"Despite the design of the Barbie doll’s foot evolving over the years, her association with the impossible arch has endured.",barbie
180,"Weekend film reviews: ‘Oppenheimer,’ ‘Barbie,’ ‘The Beanie Bubble’","Critics review the latest film releases: “Oppenheimer,” “Barbie,” “The Beanie Bubble,” and “They Cloned Tyrone.”",barbie
20,"Blockbuster Pileup: Can ‘Oppenheimer,’ ‘Barbie,’ ‘Indiana Jones 5’ and ‘Mission: Impossible 7’ All Survive in the Same Month?",Can several back-to-back blockbusters succeed at once? Or will the glut of big movies cannibalize each other?,missionimpossible
290,"Box Office Preview: ‘Teenage Mutant Ninja Turtles’ Aims for $35 Million Debut, ‘The Meg 2’ Swimming to $30 Million","""Teenage Mutant Ninja Turtles"" is taking on ""Barbie"" and ""Oppenheimer"" at the box office.",barbie
250,"Box Office Stunner: ‘Barbie’ Opens to Staggering $162M, ‘Oppenheimer’ Snags $82.4M","Greta Gerwig's 'Barbie' opened to a record $155M at the domestic box office, followed by Christopher Nolan's 'Oppenheimer' with a strong $80.",barbie
196,China Box Office: ‘No More Bets’ Beats ‘Barbie’ to World-Leading Weekend Haul,Chinese action title 'No More Bets' earned enough in the Middle Kingdom alone to be the top-grossing film in the world over the weekend.,barbie
68,Karen Allen on one last hurrah as Marion Ravenwood in ‘Indiana Jones: Dial of Destiny’,"Karen Allen's cameo in the last “Indiana Jones"" is finally out of the bag.",indianajones
68,"Greta Gerwig Refused to Cut a ‘Barbie’ Scene That’s the ‘Heart of the Movie,’ Told Execs: ‘If I Cut That, I Don’t Know Why I’m Making This Film’","Greta Gerwig says she was told to remove a scene from ""Barbie"" that is the heart of the movie.",barbie
83,Mission: Impossible 7 director reveals a key scene was filmed in Tom Cruise's garage,Mission: Impossible - Dead Reckoning Part One director Christopher McQuarrie was forced to shoot a key scene in Tom Cruise's home garage.,missionimpossible
128,Phoebe Waller-Bridge on why Hollywood should never recast Indiana Jones,"Phoebe Waller-Bridge, the star of Indiana Jones and the Dial of Destiny, talks about the heartbreak of saying goodbye to the legendary character.",indianajones
63,Will Christoper Nolan’s ‘Oppenheimer’ Get a Theatrical Release in Japan?,"Christopher Nolan's historical epic ""Oppenheimer"" hasn't finalized release plans in Japan.",oppenheimer
181,Movie review: Greta Gerwig’s 'Barbie’ is pretty and poignant in pink,"Much like its namesake, Greta Gerwig’s new blockbuster “Barbie” has difficulty staying confined to just one box. “Barbie” follows so-called “stereotypical Barbie” (Margot Robbie) on a humorous yet sentimental journey to self-actualization. After cracks mysteriously appear in her picture-perfect life in plastic — flat feet, cellulite, unwelcome thoughts of death and more — Barbie must seek out her owner in the real world to set things right.",barbie
305,‘Barbenheimer’ Juggernaut Continues U.K. Box Office Domination After Second Weekend of Release,'Barbie' and 'Oppenheimer' continued their domination of the U.K. box office with a combined $27.3 million after their second weekend.,barbie
85,Inside Christopher Nolan’s 57-day race to shoot ‘Oppenheimer’,"For his new film, ""Oppenheimer,"" starring Cillian Murphy and Emily Blunt, director Christopher Nolan set out to build an entire 1940s western town.",oppenheimer
144,DISNEY+ Reveals New Trailer And Key Art For “Star Wars: Ahsoka”,"Today, Disney+ released an exciting new trailer and key art for Lucasfilm’s “Star Wars: Ahsoka” and also announced that the series debut on August 23 will kick-off with the first two episodes.",barbie
139,Film Review: ‘Indiana Jones and the Dial of Destiny’ Sends Harrison Ford Off on One Last Adventure,"Awards Radar seeks to provide objective, thoughtful, and wide-ranging coverage of the awards season, as well as the entertainment world in general",indianajones
109,‘Blue Beetle’: James Gunn Responds To Ben Affleck Batman Cameo Rumors,"Addressing a claim about the rumored voice cameo of Ben Affleck’s Batman in Blue Beetle, DC Studios co-head James Gunn was quick to set the record straight.",bluebeetle
24,Is Oppenheimer Streaming on Netflix or Peacock? How to Watch Oppenheimer Now,"'Oppenheimer,' Christopher Nolan's highly anticipated new film, premieres on July 21. Here's how to watch and stream the movie online.",oppenheimer
96,Christopher Nolan’s ‘Oppenheimer’ Scripts Are Selling Out Fast on Amazon,The script behind Christopher Nolan's Oppenheimer have jumped to the top of bestseller lists following the film. Here's how to buy the script online.,oppenheimer
6,"In ‘Oppenheimer,’ Christopher Nolan builds a thrilling, serious blockbuster for adults",Christopher Nolan has never been one to take the easy or straightforward route while making a movie.,oppenheimer
128,Long Range Box Office Forecast: Early Prospects for GRAN TURISMO and THE LAST VOYAGE OF THE DEMETER; Trends for BARBIE Climb to Potential $115M+ Debut,"This week's report takes a preliminary look at two releases from major studios slated to open August 11, Gran Turismo and The Last Voyage of the Demeter.",tmnt
24,"Pom Klementieff’s ‘Mission: Impossible 7’ Villain Was Inspired by Bruce Lee, Clint Eastwood, ‘Kill Bill’ … and a Shoebill Stork",The star of 'Mission: Impossible — Dead Reckoning Part One' and 'Guardians of the Galaxy Vol. 3' reveals how she 'manifested' her role as villain Paris.,missionimpossible
28,Billie Eilish Is a Living Doll in Video For Emotional ‘Barbie’ Movie Soundtrack Ballad ‘What Was I Made For?’,"Billie Eilish drops video for her 'Barbie' movie soundtrack ballad 'What Was I Made For?,' in which she plays a living doll fighting the elements.",barbie
309,"Barbie vs Oppenheimer Box Office: Christopher Nolan’s war drama may suffer due to fewer screens, longer runtime","Barbie and Oppenheimer, both highly-anticipated films, will be released on the same day, July 21.",barbie
75,Why Does Margot Robbie Wear a Yellow Dress at the End of ‘Barbie’?,Costume designer Jacqueline Durran explains why Margot Robbie's Barbie wears a yellow dress at the end.,barbie
59,Opinion | What ‘Oppenheimer’ Doesn’t Tell You About the Trinity Test,"As a new generation of Americans learns about the world’s first nuclear test, the people who lived through it are being left out of the story again.",oppenheimer
252,'Barbie' makes history with $1 billion box office,"“Barbie” has answered the billion-dollar question with a resounding “yes.” Barely three weeks into its run, writer-director Greta Gerwig’s blockbuster has raked in an astounding $1.03 billion at the global box office, Warner Bros. reports. This makes Gerwig the first female director with a billion-dollar movie.",barbie
158,A Barbie DreamHouse Xbox Is The Latest Barbie Collaboration,"As a new addition to the recent Barbie collaborations, we now have a bright pink Barbie DreamHouse Xbox Series S for gamers.",barbie
160,Why Barbie Needed Michael Cera’s Allan,"In a world full of Kens, some turn out to be Allan. Here's why Michael Cera is so valuable to Greta Gerwig's 'Barbie.'",barbie
177,Barbie Movie Review: The Film Paints A Miserable World For Young Girls,The new Barbie movie paints a miserable world for young girls. It's not one I want to live in.,barbie
116,August 2023 box office preview: ‘Teenage Mutant Ninja Turtles: Mutant Mayhem’ kicks off last month of summer,"August is often referred to as the ""Dog Days of Summer,"" because at a certain point, the box office just dies.",tmnt
47,"‘Teenage Mutant Ninja Turtles: Mutant Mayhem’ Instant Reactions, Plus ‘Loki’ Season 2 Trailer",The Midnight Boys discuss the latest TMNT movie,tmnt
113,Christopher Nolan attends Oppenheimer premiere with family,"The UK premiere of ﻿Oppenheimer﻿ took place in London last night. For the evening, the film's director Christopher Nolan﻿ was joined by his wife and children.",oppenheimer
52,Unstoppable Kenergy: how did Ryan Gosling steal the Barbie movie?,"The Oscar-nominated actor delivers a knockout comic performance in Greta Gerwig’s Mattel movie, playing on male insecurities and toxic masculinity",barbie
8,‘Oppenheimer’ cast walks out of UK premiere ahead of SAG strike,The cast of director Christopher Nolan’s hotly anticipated war-era drama “Oppenheimer” is standing united in the effort to support the SAG-AFTRA strike.,oppenheimer
70,Ask a Scientist: Scientists and Arms Control from Oppenheimer to Today,"Read more of UCS's critical analysis of Oppenheimer and the global security issues it examines here.
On July 21, Oppenheimer, a new major motion picture chronicling the life and legacy of J. Robert Oppenheimer, the father of the atomic bomb, will open in theaters across the country. Written and d",oppenheimer
124,"Christopher Nolan on ‘Oppenheimer,’ Mr. Cartoon on ‘Just My Imagination,’ Brooklyn Sudano on The Treat","Christoper Nolan talks “Oppenheimer,” Mr. Cartoon reflects on the path leading to his first solo art show, and Brooklyn Sudano shares garden goals on The Treat.",oppenheimer
138,First trailer for Joaquin Phoenix and Vanessa Kirby's new movie Napoleon,First trailer for Joaquin Phoenix and Vanessa Kirby's new movie Napoleon.,barbie
118,‘We don’t want to be Kenemies’: Movie theatre releases trailer appealing for return of stolen Barbie poster,A movie theatre in Oakville decided to get creative after their security cameras captured the theft of a promotional poster for the Barbie movie over the weekend.,barbie
69,Here’s why the best IMAX movies still need a Palm Pilot to work,"In IMAX theaters around the world, Oppenheimer will play in its full 70mm glory. In the projection booth, a Palm m130 will help make it happen.",oppenheimer
141,"REVIEW: New Forbidden Turnover, Adventurer’s Platter, and More Food Offerings at Bengal Barbecue for Release of ‘Indiana Jones and the Dial of Destiny’",A daily-updated resource for news and information on the Disney resort around the world.,indianajones
56,Why Isn't Robert Pattinson In Oppenheimer? Christopher Nolan Explains Absence of Tenet Star,Oppenheimer writer/director Christopher Nolan explains why Tenet star Robert Pattinson isn't in the atomic bomb thriller.,oppenheimer
32,Margot Robbie Is Making a Ton of Money From Barbie,"As star and producer of the smash-hit film, Robbie will reportedly make roughly $50 million, between salary and box office bonuses.",barbie
75,Ninja Turtles seem truly like teenagers in ‘Mutant Mayhem’,"More than ever, franchise’s new adventure gives itself over to the mindset of adolescence.",tmnt
33,"New Trailers: THE CREATOR, BLUE BEETLE, THE HOLDOVERS, and More","Your One Stop Shop for the Latest Trailers Each week Boxoffice brings you the latest new movie trailers in our weekly round-up. Movie Coverage, the Boxoffice Trailer Network’s Youtube channel, delivers hot new trailers, teasers, and sneak peeks for all the best upcoming movies. Subscribe below to stay up-to-date on everything coming to theaters. Director",bluebeetle
23,Indiana Jones and the Contractually Mandated Fifth Adventure,"The latest chapter may not be necessary, but that doesn’t mean it’s not a blast.",indianajones
89,How Teenage Mutant Ninja Turtles: Mutant Mayhem Puts a Fresh Spin on the Franchise,"Actual teenagers and a fresh, wild art style mark a new era for the classic franchise in Teenage Mutant Ninja Turtles: Mutant Mayhem.",tmnt
121,It’s Time to Give Vanilla Ice’s ‘Ninja Rap’ from Teenage Mutant Ninja Turtles II Its Due,"Face it tiger, we’ve got to accept Vanilla Ice dancing with Michelangelo is one of the crowning moments in Teenage Mutant Ninja Turtles history.",tmnt
14,Mutant Mayhem Climbs Up From the Sewers and Into the Box Office,‘Teenage Mutant Ninja Turtles: Mutant Mayhem’ heads for second place at this weekend’s box office behind ‘Barbie.’ The Nickelodeon movie was co-written and produced by Seth Rogan.,tmnt
171,Barbie Is Very Pretty But Not Very Deep,Greta Gerwig's Barbie movie is a mosaic of many shiny bits of cleverness with not that much to say. Read TIME's review.,barbie
87,Tom Cruise Killed 6 Motorcycles in One Day Because He Loves Movies So Damn Much,Tom Cruise killed six motorcycles in one day while shooting Mission: Impossible - Dead Reckoning Part One because he loves movies so damn much.,missionimpossible
47,The Best Way to Experience Indiana Jones and the Dial of Destiny is at Disney Springs,"From a special experience at the AMC Theater to exciting new treats, here's why you should see the new Indiana Jones at Disney Springs.",indianajones
7,How Indiana Jones and the Dial of Destiny De-Aged Harrison Ford,Industrial Light & Magic developed a new suite of tools to reincarnate the Indy of the 80s. The effect is haunting—and raises more questions about the use of AI in Hollywood.,indianajones
5,‘Mission: Impossible 7′ Actor Shea Whigham Was Surprised by Tom Cruise’s Death-Defying Stunts: He Really ‘Does Everything Himself’,"""Mission: Impossible 7"" actor Shea Wigham admits he wrongly assumed Tom Cruise's stunt work involved some ""smoke and mirrors.""",missionimpossible
117,"10 Animators to Watch: ‘Teenage Mutant Ninja Turtles,’ ‘Chicken Run 2’ Artists Among 2023 Honorees",Variety’s 10 animators to watch for 2023 include artists behind ‘Teenage Mutant Ninja Turtles' and 'Chicken Run 2.',tmnt
78,"Books About the Manhattan Project, Atomic Bomb","If you want to learn more about the Manhattan Project, the atomic bomb, the Trinity Site, and J. Robert Oppenheimer himself, here's where to start.",oppenheimer
44,'Mission: Impossible - Dead Reckoning Part One' stars Hayley Atwell and Pom Klementieff helped create their characters: 'I wanted to bring something completely insane',"Director McQ and star Tom Cruise told Atwell during her screen test that they didn't have a particular character ""for someone to fit into. We find the person that we want to work with.""",missionimpossible
130,American Prometheus Is Currently On Sale: The Biography That Inspired Christopher Nolan's Oppenheimer,"American Prometheus, the book that inspired Christopher Nolan's Oppenheimer, is currently on sale for $15.99. Otherwise, you can also listen to the audiobook for free if you're an Amazon Prime member.",oppenheimer
141,"Action, Tom Cruise enliven thrilling 'Mission: Impossible -- Dead Reckoning'","As IMF Agent Ethan Hunt in ""Mission: Impossible -- Dead Reckoning Part 1,"" Tom Cruise saves Hollywood (again), saves the world (again, maybe) and continues to save his career (again and again).",missionimpossible
56,'Mutant Mayhem' Actor Open to Returning in 'The Last Ronin' Movie - Inside the Magic,The 'Mutant Mayhem' actor is open to reprising his role in 'The Last Ronin' movie.,tmnt
6,'Indiana Jones and the Dial of Destiny' is Harrison Ford's farewell to his iconic character,"Harrison Ford is bidding farewell to his iconic character after ""Indiana Jones and the Dial of Destiny,"" which hits movie theaters Friday, June 30.",indianajones
67,‘Teenage Mutant Ninja Turtles: Mutant Mayhem’ Review: Superfly’s Revenge,"This time around, the four kung-fu-fighting old masters of the sewers dream of having a normal life with the humans. But not if Ice Cube can help it.",tmnt
176,"Barbie review – a riotous, candy-coloured feminist fable",Barbie takes a ride from her dream house to reality as Little Women writer-director Greta Gerwig takes another cultural icon and lovingly subverts it,barbie
91,Philippines allows Barbie film but wants ‘childlike’ map lines blurred,Country’s censors give green light for film to be shown amid South China Sea controversy,barbie
301,'Barbie' movie opens in Japan after atomic bomb controversy,"Hollywood blockbuster ""Barbie"" hit theatres in Japan on Friday, where ""Barbenheimer"" memes linking the doll-themed film with the atomic bomb caused a stir and made distributor Warner Bros apologise ahead of the release.",barbie
16,Ninja Turtles seem truly like teenagers in ‘Mutant Mayhem’,"More than ever, franchise’s new adventure gives itself over to the mindset of adolescence.",tmnt
71,Teenage Mutant Ninja Turtles: Mutant Mayhem review – evergreen superheroes rise up from the drains,"This new animated origin story for the reptilian fighters is unexpectedly funny, with a starry voice cast including Jackie Chan, Ice Cube and Giancarlo Esposito",tmnt
48,The House of Midnight: ‘Indiana Jones and the Dial of Destiny’ Plus James Mangold,"Jo and Mal are later joined by the film’s director, James Mangold, to discuss directing this legendary installment and more",indianajones
110,Greta Gerwig Breaks Global & US Box Office Records For Female Director With ‘Barbie’; Why ‘Demeter’ Deep-Sixed – Sunday Update,"'Barbie' crosses half-billion mark in U.S., while 'Last Voyage of the Demeter' bombs. Greta Gerwig is top grossing female director U.S. of all-time, best for live-action pic worldwide all-time",barbie
113,"No, Mission: Impossible – Dead Reckoning’s train sequence wasn’t inspired by Uncharted 2",Christopher McQuarrie on comparisons between Mission: Impossible – Dead Reckoning Part One and Uncharted 2,missionimpossible
67,"Yes, Mission: Impossible 7 Has Tom Cruise Stunt Fighting On Top Of A Real Train Going 60mph",'You could go f***ing blind.',missionimpossible
61,"In 'The Dial of Destiny,' Indiana Jones Wears a Watch for the First Time Ever",And it's a Hamilton.,indianajones
100,Those Controversial Oppenheimer Sex Scenes Are a Departure for Christopher Nolan,Cillian Murphy and Florence Pugh's prolonged sex scene in Christopher Nolan's Oppenheimer is one of the film's most memorable moments. Here's what to know.,oppenheimer
66,The Teen Voices Of Teenage Mutant Ninja Turtles: Mutant Mayhem Actually Recorded Together,The sweet sounds of radical teens.,tmnt
228,‘Barbie’ crayon map triggers ban in Vietnam,"Warner Bros. highly anticipated movie 'Barbie,' has been banned in Vietnam due to controversial map drawing.",barbie
270,The secret to the huge 'Barbenheimer' box office take? FOMO,"""Barbenheimer"" created a much-needed sense of urgency for moviegoers to see ""Barbie"" and ""Oppenheimer,"" sparking the fourth-best weekend at the box office ever.",barbie
126,Why isn’t Indiana Jones going to daily Mass?,This man has seen the Ark of the Covenant melt faces and the Holy Grail grant eternal life. Wouldn’t that convert even the most ardent atheist?,indianajones
298,"Box Office: ‘Haunted Mansion’ Spooked, ‘Barbie’ Scores Record $93M Second Weekend in U.S.","Barbenheimer isn't making life easy for 'Haunted Mansion,' while 'Barbie' soared to a record $93 million second weekend in North America.",barbie
205,‘I feel a Ken in you’: did Ryan Gosling actually say this about the Barbie movie? – quiz,"The actor seems to have had a life-changing experience playing Ken, which has resulted in some amazingly surreal quotes. But which are fake and which are real?",barbie
87,‘Barbie’ Nabs Huge $22.3 Million at Thursday Box Office,"Greta Gerwig's buzzy and acclaimed comedy, starring Margot Robbie and Ryan Gosling, is set to soar past a $100 million opening weekend",barbie
152,"Teenage Mutant Ninja Turtles: Mutant Mayhem Trailer Brings ‘I Like Turtles’ Zombie Kid Back From the Dead, 16 Years Later","Paramount found the ""I Like Turtles"" zombie kid 16 years later to promote Teenage Mutant Ninja Turtles: Mutant Mayhem.",tmnt
220,Guest Column: How Greta Gerwig’s ‘Barbie’ Tends to Her Superpowers,'Tiny Shoulders' director Andrea Nevins discusses the themes in the new Barbie film.,barbie
67,"Oppenheimer, Nullified and Vindicated","Kai Bird, a biographer of J. Robert Oppenheimer, writes about his efforts to rectify a McCarthyist smear on the reputation of the inventor of the atomic bomb.",oppenheimer
141,The Flash star's new movie gets brutal first reviews,"The Flash star Grant Gustin's new movie Puppy Love, in which he features opposite Lucy Hale, gets brutal first reviews.",bluebeetle
91,Indiana Jones and the Dial of Destiny crosses $300 million at the global box office,Indiana Jones and the Dial of Destiny crosses hits $302m at the global box office.,indianajones
8,Indiana Jones and the Dial of Destiny Is a Fitting End for Indy,"Indiana Jones and the Dial of Destiny is a fitting end, and a couple more hours with a Hollywood icon. Nostalgia ﻿doesn't always work, but it does here.",indianajones
43,August 2023 box office preview: ‘Teenage Mutant Ninja Turtles: Mutant Mayhem’ kicks off last month of summer,"August is often referred to as the ""Dog Days of Summer,"" because at a certain point, the box office just dies.",tmnt
11,Over 20 Minutes of Fresh Teenage Mutant Ninja Turtles: Mutant Mayhem Footage Shown at SDCC,"Paramount Pictures and Nickelodeon Movies revealed over 20 minutes of new footage for Teenage Mutant Ninja Turtles: Mutant Mayhem during a panel at San Diego Comic-Con, and IGN was in the audience to take it all in.",tmnt
34,China Box Office: ‘Ninja Turtles’ Bombs as Local Blockbuster ‘No More Bets’ Hits Jackpot With $101M,"'No More Bets' is on track to earn over $500 million, making it China's biggest film of the summer.",tmnt
115,"How Cillian Murphy became Robert Oppenheimer in 6 months for Christopher Nolan: Strict diet, read the Gita, ate only almonds","When the interviewer mentioned that they wanted to give Cillian Murphy a sandwich throughout Oppenheimer because he looked 'sickly', the actor laughed and said, 'I would have taken it.'",oppenheimer
105,"Box Office Preview: ‘Gran Turismo’ Targets $10 Million Debut, Liam Neeson’s ‘Retribution’ Aims for Single Digits","Sony's racing drama ""Gran Turismo"" is driving to a soft $10 million to $12 million in its first weekend of release.",bluebeetle
130,“Teenage Mutant Ninja Turtles” – 15 Horror Icons Who Appeared in Nickelodeon’s 2012 Animated Series,"Nickelodeon's Teenage Mutant Ninja Turtles animated series is loaded with love for the horror genre, and it's packed with horror icons.",tmnt
97,"Weekend film reviews: ‘Dial of Destiny,’ ‘Prisoner’s Daughter,’ more","Critics review the latest film releases: “Indiana Jones and the Dial of Destiny,” “Ruby Gillman, Teenage Kraken,” “Every Body,” and “Prisoner's Daughter.”",indianajones
112,‘Blue Beetle’ Takes On The Toyota Tacoma In New Promo Video,"Blue Beetle is set to kick off the new DC Universe, but Jaime Reyes must prove himself against the most worthy adversary of them all: a Toyota Tacoma.",bluebeetle
138,"Indiana Jones movies ranked, including Dial of Destiny","With Indiana Jones and the Dial of Destiny about to hit screens, these are the Indy movies ranked from worst-to-best.",indianajones
118,Christopher Nolan Movies Ranked from Worst to Best (Including Oppenheimer),"From Memento to Oppenheimer, and all the Dark Knights in between, we rank the works of one of modern cinema’s loudest voices, Christopher Nolan.",oppenheimer
25,"James Mangold Believes in Indiana Jones, but His Real Hero Is Steven Spielberg","The ""Logan"" director took on Indiana Jones because his real hero is Steven Spielberg.",indianajones
106,Box Office: ‘Indiana Jones and the Dial of Destiny’ Whips Up $24 Million Opening Day,"""Indiana Jones and the Dial of Destiny"" is still projecting a $60 million debut weekend for the Harrison Ford finale.",indianajones
84,‘Blue Beetle’ Looks To Fly To $30M U.S. Opening – Early Look Box Office,Box Office: 'Blue Beetle' Eyes $30M Opening U.S.,bluebeetle
134,So You Want to Read TMNT Comics? – Prologue,"The turtles are back in the zeitgeist, if they ever left, and Multiversity is here to help readers new and old find the right comics to read, in the right order. But first, a quick prologue and primer.",tmnt
48,'Barbie' is about to become America's highest-grossing movie of 2023,"""Barbie"" is set to become the highest-grossing film of 2023, surpassing ""The Super Mario Bros. Movie,"" at the box office.",bluebeetle
131,“Mutant Mayhem” Character Posters and Featurette,"New character posters as well as a new cast featurette have been released for the new film, ""Teenage Mutant Ninja Turtles: Mutant Mayhem.""",tmnt
67,When Barbie gets political,"Rishi Sunak picks Barbie and Ken for his family, but the American right is absolutely furious about the hit movie.",barbie
57,‘Mission: Impossible 7’ Director Says Filming Tom Cruise Speed-Flying Left Crew in “Absolute Terror”,Tom Cruise and the 'Mission: Impossible - Dead Reckoning Part One' crew are detailing what went into filming the Speed-flying scene for the movie.,missionimpossible
166,"Barbie Gets 12A Age-Rating in the UK for Bad Language, Innuendo, and Dangerous Behavior","Greta Gerwig's Barbie movie has received a 12A age-rating in the UK for strong language, moderate innuendo, dangerous behavior, and more.",barbie
12,‘Mission: Impossible 7’ Star Hayley Atwell Talks Hanging Off a Train With Tom Cruise and Female Representation in Action Movies,"Hayley Atwell talks joining the 'Mission: Impossible' franchise as Grace, a pickpocket who becomes integral to Tom Cruise's latest mission.",missionimpossible
149,First trailer for Paul Dano and America Ferrera's new movie Dumb Money,"The first trailer for Dumb Money﻿, an upcoming comedy-drama starring The Batman﻿'s Paul Dano and Barbie﻿'s America Ferrera, has been released.",barbie
101,Christopher Nolan explains why it was 'essential' to showcase sex scenes in 'Oppenheimer',"""It felt very important to understand their relationship,"" Nolan told Insider of the sex scenes between Cillian Murphy and Florence Pugh's characters.",oppenheimer
140,Who Is Ruth Handler? What to Know About the Original Barbie Creator,"This summer's 'Barbie' was created by Greta Gerwig, but Ruth Handler is the woman who started it all.",barbie
73,Could the Barbie Movie Be a Massive Game Changer for Mattel Stock?,Mattel shares have been on the rise.,barbie
143,Does Indiana Jones and the Dial of Destiny Have a Post-Credits Scene?,"'Indiana Jones and the Dial of Destiny' is in theaters now. Here's what you need to know about the movie, including whether it has a post-credits scene.",indianajones
102,‘Mission: Impossible’ Star Hayley Atwell Has Waited Over 17 Years for Her True Blockbuster Moment,Mission: Impossible Dead Reckoning star Hayley Atwell steps into her biggest role yet after multiple Marvel movies.,missionimpossible
85,Teenage Mutant Ninja Turtles: Mutant Mayhem Cast Interview,"Teenage Mutant Ninja Turtles: Mutant Mayhem director Jeff Rowe and voice cast discuss what makes this film, and version of the turtles, so unique.",tmnt
86,Movie Review/’Indiana Jones and the Dial of Destiny’,"It has been 15 years since famed archeologist/adventurer Indiana Jones (Harrison Ford) was onscreen in “Indiana Jones and the Kingdom of the Crystal Skull” and even longer since he was onscreen in a decent movie. Fans were worried if that creative flop would be the last they’d ever see of Indy, but now he has […]",indianajones
257,'Barbie' faces DC's 'Blue Beetle' in a late summer box office showdown,"Warner Bros. Discovery's ""Blue Beetle"" arrives in cinemas this weekend and is expected to tally between $22 million and $32 million domestically.",barbie
144,How Did Edgar Wright Help Change 'Mission: Impossible – Dead Reckoning Part One' For The Better?,Have you ever attended a friends and family screening?,missionimpossible
116,Josh Trujillo on ‘Blue Beetle: Graduation Day’ and his personal connection to Jaime Reyes,"Josh Trujillo talks about 'Blue Beetle,' writing superheroes, and more.",bluebeetle
109,Christopher Nolan returns with latest blockbuster 'Oppenheimer',"Acclaimed film director Christopher Nolan turns his attention to J. Robert Oppenheimer for his new blockbuster movie, taking audiences back to when the American theoretical physicist oversaw the creation of the atomic bomb during World War II.",oppenheimer
146,'Theater Camp' Review: A Musical Farce for Theater Nerds,'Theater Camp' feels like sitting through extended acting exercises where everyone is giving it 110% every take.,tmnt
